,0
2455,"[5/23/20, 2:41:36 PM] Joe: I was going to stay with a friend but they had to rent out their extra room cause they lost hours at work and needed money for rent now. They couldn’t wait until when I get back. 
"
2456,"[5/23/20, 2:47:34 PM] Joe: Hahahaha whaaaaat!? I should just go to Madrid instead. Renting a single bedroom in a house will most likely be $900-$1200 for me in the Bay Area. A house would be $2000-$4000 😂
"
2457,"[5/23/20, 2:49:03 PM] Joe: Yes. The Bay Area is absolutely insane with housing prices. It’s completely fucked.
"
2458,"[5/23/20, 2:49:56 PM] Joe: Hahaha
"
2459,"[5/23/20, 2:51:54 PM] Joe: Yeah you can find some really high paying jobs there. My job is kind of in the middle of the pay rate though so I definitely struggle a little when I’m in the Bay Area but that’s true for a lot of people living there. So many big tech companies brought in a bunch of high paid software engineers and they made housing crazy expensive
"
2460,"[5/23/20, 2:52:21 PM] Joe: That’s why I need a good deal on my housing to make it worth it haha.
"
2461,"[5/23/20, 2:53:22 PM] Joe: Damn I can’t believe the housing prices out there. I wonder what it would cost to actually buy a property?
"
2462,"[5/23/20, 2:54:28 PM] Joe: Hahaha
"
2463,"[5/23/20, 2:55:57 PM] Joe: Yeah I think that’s the trend all over the world. People needed to stay with roommates or family for way longer than in the past
"
2464,"‎[5/23/20, 2:56:49 PM] Joe: ‎GIF omitted
"
2465,"[5/23/20, 2:59:01 PM] Joe: Lol I guess I should think about leaving the US maybe. If I can keep saving at this rate I should be able to buy something cool in another country haha. But I’ll probably never be able to afford the Bay Area unless there is a housing crisis like the one in 2007/2008
"
2466,"[5/23/20, 3:03:02 PM] Joe: Haha unless I end up with a rich wife it’s pretty reasonable thing to think. Go on Zillow or similar real estate website and look at prices near Oakland/San Francisco/Berkeley. Shits crazy
"
2467,"[5/23/20, 3:05:43 PM] Joe: Hmmm maybe I’ll need to start thinking about places like this haha. I need to figure this shit out. I know the Bay Area is not my final destination
"
2468,"[5/23/20, 3:06:22 PM] Joe: Oh I’m not counting on that hahaha. I’m just saying, I can’t afford shit as a single dude in the bay
"
2469,"[5/23/20, 3:07:12 PM] Joe: If you stay really close to town and near the beach it could be similar to the Bay Area but if you find a place a little further out from people you can get good deals still
"
2470,"[5/23/20, 3:10:53 PM] Joe: This place is like an apartment. 2 bedrooms and it has a little back patio area where we grow stuff. It’s about $1200/month but she has been living here for a while and kept her rate. If you move in today rent would be higher.
"
2471,"[5/23/20, 3:13:02 PM] Joe: Yeah she has a good deal here. She’s not leaving any time soon hahah
"
2472,"[5/23/20, 3:16:48 PM] Joe: Hahaha damn that’s a strange reason for housing to be filling up 😂 
"
2473,"[5/23/20, 3:23:03 PM] Joe: Hahahaha fuck
"
2474,"‎[5/23/20, 3:25:39 PM] Joe: ‎GIF omitted
"
2475,"[5/23/20, 3:31:17 PM] Joe: Probably happening here too I would imagine. Aaaah everything is so weird right now. Never would’ve imagined all this one year ago
"
2476,"[5/23/20, 3:32:37 PM] Joe: My flight is on June 8. I have to do a 3 hour layover on another island before flying back into Oakland.
"
2477,"[5/23/20, 3:32:57 PM] Joe: California is 3 hours ahead of Hawaii
"
2478,"[5/23/20, 3:34:50 PM] Joe: I still can’t believe we’ve talked as much as we have with a 12 hour time difference haha it’s been fun though
"
2479,"[5/23/20, 3:36:56 PM] Joe: Hahaha I can almost guarantee you’ll be the one who stops talking to me first 😂
"
2480,"[5/23/20, 3:37:44 PM] Joe: 😂 yeah it did! You surprised me a few times with how late you stayed up talking to me. I felt bad haha
"
2481,"[5/23/20, 3:40:05 PM] Joe: I don’t know. You’ll probably just get tired of me talking about my nerd shit hahaha
"
2482,"[5/23/20, 3:44:55 PM] Joe: Haha ok I guess maybe you find some entertainment in my crap. I feel like I talk to much about me I don’t get to hear enough about you. Which is weird cause i don’t like telling people about me haha
"
2483,"[5/23/20, 3:45:35 PM] Joe: I guess I just need to ask more questions if there is anything I want to know though. You’ve been pretty open about everything I ask so far
"
2484,"[5/23/20, 3:54:06 PM] Joe: Haha alright good. If you ever don’t want to hear about something I’m telling you feel free to use that phrase I taught you, “shut the fuck up Joe” 😂
"
2485,"[5/23/20, 3:54:44 PM] Joe: Hahahah duuuude 😂 😂
"
2486,"‎[5/23/20, 3:55:20 PM] Joe: ‎GIF omitted
"
2487,"[5/23/20, 4:03:12 PM] Joe: Can’t wait for the first time you actually use it. It’ll quickly become one of your most used phrases when talking to me haha
"
2488,"[5/23/20, 4:08:43 PM] Joe: Haha I never come up with good phrases to teach. I’ll think about it and try to send some good ones but if there is a particular topic you need phrases for that could help me narrow it down
"
2489,"[5/23/20, 4:08:58 PM] Joe: Analysis paralysis when deciding what phrases to tell you hahaha
"
2490,"[5/23/20, 4:19:30 PM] Joe: Hahahah I’m struggling so much coming up with good stuff. I need a topic there is just too much to choose from
"
2491,"[5/23/20, 4:20:59 PM] Joe: Here is a song while you wait for me to come up with something good. Random phrases are hard to think of. 
"
2492,"[5/23/20, 4:26:10 PM] Joe: It came on the radio when I was leaving the beach yesterday. “I wish you were here with me, on a beach in Hawaii”
"
2493,"[5/23/20, 4:26:11 PM] Joe: Hahahahaha
"
2494,"[5/23/20, 4:27:10 PM] Joe: Ok that made me think of a phrase. “That song slaps” or “that shit was slappin’”
"
2495,"[5/23/20, 4:27:49 PM] Joe: Oh and, “this shit smackin” is when food is hella good hahaha. I’ll just teach you Bay Area slang 😂
"
2496,"‎[5/23/20, 4:28:51 PM] Joe: ‎video omitted
"
2497,"[5/23/20, 4:30:24 PM] Joe: Damn now I need to think of some other good bay slang. People say some funny shit out there
"
2498,"[5/23/20, 4:32:16 PM] Joe: Oh you should say, “this song hella slaps” that would be straight out of Oakland haha
"
2499,"[5/23/20, 4:35:58 PM] Joe: Yeah those are very specific slang that doesn’t mean anything in a translator Haha
"
2500,"[5/23/20, 4:36:48 PM] Joe: But they’re used often in the bay. But if you go somewhere else people might look at you crazy and not know what you’re talking about haha
"
2501,"‎[5/23/20, 4:39:13 PM] Joe: ‎audio omitted
"
2502,"[5/23/20, 4:39:37 PM] Joe: Hahaha I’m realizing I could talk slang to you and you would have no idea what I’m talking about
"
2503,"[5/23/20, 4:40:38 PM] Joe: Sometimes people will put an “sh” sound on smackin’. Like “shamackin”
"
2504,"[5/23/20, 4:40:53 PM] Joe: “Breakfast was shmackin” hahaha
"
2505,"[5/23/20, 4:41:15 PM] Joe: “Breakfast was hella shmackin” hahah I’m going to send you audio of that
"
2506,"‎[5/23/20, 4:41:27 PM] Joe: ‎audio omitted
"
2507,"[5/23/20, 4:42:14 PM] Joe: Threw a “yo” at the end but it doesn’t mean anything hahaha. “Yo” is a weird slang word that’s hard to describe.
"
2508,"[5/23/20, 4:43:12 PM] Joe: Haha don’t worry people only talk this way in specific neighborhoods. It’s not like the whole bay talks like that. It’s less and less common as locals move out of the bay
"
2509,"[5/23/20, 4:44:31 PM] Joe: The rich software engineers that move to the bay from across the country definitely don’t talk that way haha.
"
2510,"[5/23/20, 4:46:37 PM] Joe: Hahaha send me a bad audio clip I don’t mind. It doesn’t need to be perfect.
"
2511,"[5/23/20, 4:47:10 PM] Joe: Say it like “that shit was slappen”
"
2512,"[5/23/20, 4:47:41 PM] Joe: I bet if you say it like it has “en” at the end it’ll sound perfect
"
2513,"[5/23/20, 4:47:43 PM] Joe: Hahaha siiiiii
"
2514,"[5/23/20, 4:48:03 PM] Joe: Hella slappin yo
"
2515,"[5/23/20, 4:48:25 PM] Joe: That sentence makes zero sense outside of slang hahaha
"
2516,"[5/23/20, 4:49:38 PM] Joe: You’re going to speak English like you grew up in the hood
"
2517,"[5/23/20, 4:50:41 PM] Joe: Hahahahah
"
2518,"[5/23/20, 4:52:45 PM] Joe: Wow that got better really fast
"
2519,"[5/23/20, 4:53:12 PM] Joe: The difference from the first audio to the last is quite a big difference haha. Nice
"
2520,"[5/23/20, 4:53:32 PM] Joe: Hahahah ronronear boludo
"
2521,"[5/23/20, 4:55:53 PM] Joe: Hahaha best way to relieve the frustration with a ronronear 😂
"
2522,"[5/23/20, 5:00:24 PM] Joe: Hahahaha with the voice though 😂
"
2523,"[5/23/20, 5:01:56 PM] Joe: Haha pretty good. You can leave off the “yo” and it’s the same shit. Or you could throw it at the beginning instead like “yooooo that was hella shmackin” 😂
"
2524,"[5/23/20, 5:02:35 PM] Joe: It’s so funny to try to explain slang that I’ve heard and never really questioned whether or not it made sense. Cause it doesn’t make sense hahah
"
2525,"[5/23/20, 5:03:35 PM] Joe: Maybe because when you eat really loud that sound can be called “smacking” sometimes. Who knows 🤷‍♂️
"
2526,"[5/23/20, 5:04:39 PM] Joe: Haha I want you to say this to me if I make you a good breakfast. Please hahaha
"
2527,"[5/23/20, 5:05:50 PM] Joe: Yeessss like that. Say that to me when I make you something good 😂
"
2528,"[5/23/20, 5:06:54 PM] Joe: Haha not the most useful phrase but I’ll enjoy hearing it
"
2529,"[5/23/20, 5:07:31 PM] Joe: Mostly used for good foods.
"
2530,"[5/23/20, 5:08:16 PM] Joe: It can be used for other stuff but it’s harder to contextualize. Like you could say a house party was smackin
"
2531,"[5/23/20, 5:10:09 PM] Joe: That’s the safest bet haha. Damn it’s going to be sooo long before you can say that to me in person haha fuck
"
2532,"‎[5/23/20, 5:19:24 PM] Joe: ‎GIF omitted
"
2533,"[5/23/20, 5:19:47 PM] Joe: ❤️
"
2534,"[5/23/20, 5:28:58 PM] Joe: Of course. I was planning on doing it in California but maybe I should just see if I can do it online out here haha
"
2535,"[5/23/20, 5:30:34 PM] Joe: Honestly i would love to do it I’m not even joking
"
2536,"‎[5/23/20, 5:31:46 PM] Joe: ‎GIF omitted
"
2537,"[5/23/20, 5:33:27 PM] Joe: You know but seriously, it would probably take 2 months to get a passport and id need to get a ticket so it could be 3, maybe 4 total. I think if we’re still talking at that time we should really talk about what the plan should be. Unless you just want to talk to me from far away forever haha I hope that’s not the case
"
2538,"[5/23/20, 5:34:38 PM] Joe: I mean, we should plan sooner rather than later but I’m just saying....I’m willing to take a chance and go anywhere, do anything, and just spend some time with you
"
2539,"[5/23/20, 5:35:05 PM] Joe: Cause it sounds like fun and it would make for a good story no matter what happens in the end haha
"
2540,"[5/23/20, 5:39:47 PM] Joe: Haha fooled me for a second.
"
2541,"[5/23/20, 5:40:04 PM] Joe: I understand the nervous joke. I’m all about the nervous joke hahah that’s my shit
"
2542,"[5/23/20, 5:41:54 PM] Joe: Hey I’m getting better fast ok. I still have 3-4 months to improve haha
"
2543,"[5/23/20, 5:45:37 PM] Joe: Haha ok I understand. I don’t really know what to say so I’m just going to say nothing at all 😂
"
2544,"[5/23/20, 5:49:26 PM] Joe: Haha ok we’ll see how you feel in another month.
"
2545,"[5/23/20, 5:49:52 PM] Joe: Haha which one?
"
2546,"[5/23/20, 5:53:47 PM] Joe: Hahahah alright shiiiit
"
2547,"[5/23/20, 5:53:55 PM] Joe: Oh god
"
2548,"[5/23/20, 5:55:14 PM] Joe: Ok ok I’ll do it haha
"
2549,"‎[5/23/20, 6:01:21 PM] Joe: ‎video omitted
"
2550,"[5/23/20, 6:02:17 PM] Joe: Not a great video hahah but I took it for you. Now if it would just send
"
2551,"[5/23/20, 6:05:40 PM] Joe: Sorry I don’t know why it took so long to send. But you’ll have something to watch in the morning. I totally ruined the video haha.
"
2552,"[5/23/20, 6:08:13 PM] Joe: Haha it’s a movie
"
2553,"[5/23/20, 6:08:26 PM] Joe: 😂
"
2554,"[5/23/20, 6:08:56 PM] Joe: I’ll make one with less scary music and original thoughts another time.
"
2555,"[5/23/20, 6:11:57 PM] Joe: Feel free to send videos to me anytime in return haha
"
2556,"[5/23/20, 6:12:04 PM] Joe: Hahaha FUCK!
"
2557,"[5/23/20, 6:12:42 PM] Joe: Hahahahaha shit dude
"
2558,"‎[5/23/20, 6:13:03 PM] Joe: ‎GIF omitted
"
2559,"[5/23/20, 6:15:30 PM] Joe: Hahahahaha what the fuck!?
"
2560,"[5/23/20, 6:15:33 PM] Joe: Hahahahaha
"
2561,"[5/23/20, 6:17:20 PM] Joe: Hahah it’s a good one. I definitely did not expect that.
"
2562,"‎[5/23/20, 6:17:43 PM] Joe: ‎GIF omitted
"
2563,"[5/23/20, 6:17:57 PM] Joe: Whoops didn’t see the end haha gross
"
2564,"‎[5/23/20, 6:19:06 PM] Joe: ‎GIF omitted
"
2565,"[5/23/20, 6:20:13 PM] Joe: Hahaha dammit! Ok I’ll shut up now 🤐
"
2566,"‎[5/23/20, 6:22:00 PM] Joe: ‎GIF omitted
"
2567,"[5/23/20, 6:22:25 PM] Joe: I say this shit way too much now haha
"
2568,"[5/23/20, 6:23:31 PM] Joe: Hmm yeah I can help. Did you see if your memory was maxed out when it was going slow?
"
2569,"[5/23/20, 6:25:43 PM] Joe: 🤔 I’m not really sure what is making it go so slow to the point if crashing if it’s not the memory.
"
2570,"[5/23/20, 6:27:27 PM] Joe: I wonder if you could upgrade your graphics card? Or use an external GPU?
"
2571,"[5/23/20, 6:28:11 PM] Joe: Ok. I’m trying to get an idea of the requirements for the program.
"
2572,"[5/23/20, 6:31:11 PM] Joe: https://knowledge.autodesk.com/I don’t know if you can find the support page in spanish but they have some solutions for when the program is running slow. support/3ds-max/learn-explore/caas/CloudHelp/cloudhelp/2017/ENU/3DSMax/files/GUID-5704C695-6270-4273-B178-88DA8E26689D-htm.html
"
2573,"[5/23/20, 6:31:16 PM] Joe: https://knowledge.autodesk.com/support/3ds-max/learn-explore/caas/CloudHelp/cloudhelp/2017/ENU/3DSMax/files/GUID-5704C695-6270-4273-B178-88DA8E26689D-htm.html
"
2574,"[5/23/20, 6:31:25 PM] Joe: Crap
"
2575,"[5/23/20, 6:32:03 PM] Joe: I was saying I’m not sure if you can get this support page in spanish but it has some functions you can run to help it run faster
"
2576,"[5/23/20, 6:33:29 PM] Joe: Let me know if it works. It looks like there is some good stuff for different situations
"
2577,"[5/23/20, 6:34:17 PM] Joe: Haha I love it. Half the battle is learning how to get really good at using google.
"
2578,"[5/23/20, 6:35:04 PM] Joe: Aaaah oh no I did it again hahah. Go to sleep! It’s so late there
"
2579,"[5/23/20, 6:38:08 PM] Joe: Haha oh yeah I guess that’s true. No much to do anyway
"
2580,"[5/23/20, 6:39:06 PM] Joe: Yo no soy pinocho 😂 
"
2581,"[5/24/20, 1:43:32 AM] Joe: Buenos días. I took a nap at the wrong time again haha. My sleep schedule is way off
"
2582,"‎[5/24/20, 1:44:10 AM] Joe: ‎GIF omitted
"
2583,"[5/24/20, 1:51:11 AM] Joe: Aaaah I couldn’t help it. I was so tired. I fell asleep so early like a damn grandpa 👴🏽
"
2584,"‎[5/24/20, 1:53:13 AM] Joe: ‎GIF omitted
"
2585,"[5/24/20, 2:00:55 AM] Joe: Hahah niiiiice!
"
2586,"[5/24/20, 2:03:11 AM] Joe: Is that who is taking that open spot you were interviewing for? At least for the next month then?
"
2587,"‎[5/24/20, 2:03:33 AM] Joe: ‎GIF omitted
"
2588,"[5/24/20, 2:12:23 AM] Joe: Oh I know it’s your friend and dog. I was just wondering if they’re taking that spot or staying with you like, in addition to looking for that other person haha
"
2589,"[5/24/20, 2:14:25 AM] Joe: Aah ok. Makes sense
"
2590,"[5/24/20, 2:15:29 AM] Joe: Oh that’s unfortunate. I guess they had no choice once they found a place with a private bathroom though. That’s always really nice to have haha
"
2591,"[5/24/20, 2:21:37 AM] Joe: Hahaha the old man is killing it 😂
"
2592,"[5/24/20, 2:21:48 AM] Joe: The full video is hella good hahah
"
2593,"[5/24/20, 2:23:26 AM] Joe: Hahahaha when he starts dancing with 2 ladies at once 😂 😂 😂
"
2594,"[5/24/20, 2:27:25 AM] Joe: Hahah yeah that part is hella good too. Old man is a pretty cool dude
"
2595,"[5/24/20, 2:27:38 AM] Joe: Big time ladies man
"
2596,"[5/24/20, 2:33:26 AM] Joe: Haha I like your energy. I would sit there and clap along quietly while you make all the noise and cheer 😆
"
2597,"[5/24/20, 2:33:54 AM] Joe: Damn....these old people can really dance haha
"
2598,"‎[5/24/20, 2:44:27 AM] Joe: ‎GIF omitted
"
2599,"[5/24/20, 2:44:50 AM] Joe: I wish YouTube had more competition but it’s cool for now haha
"
2600,"[5/24/20, 2:51:36 AM] Joe: Haha street music is cool. I wish there was more of that out here. I feel like I don’t see it very often. Maybe a dude playing a ukulele once in a while
"
2601,"[5/24/20, 3:05:09 AM] Joe: Nvidia
"
2602,"[5/24/20, 3:05:50 AM] Joe: What did you find out?
"
2603,"[5/24/20, 3:06:59 AM] Joe: Oh oook
"
2604,"[5/24/20, 3:09:41 AM] Joe: Open start menu
"
2605,"[5/24/20, 3:10:04 AM] Joe: Click or type the “run” command
"
2606,"[5/24/20, 3:10:35 AM] Joe: Then type “dgdiag”, without the quotes, and click ok
"
2607,"[5/24/20, 3:13:30 AM] Joe: Lame
"
2608,"[5/24/20, 3:14:02 AM] Joe: Worked for me. But it’s ok. Another way
"
2609,"‎[5/24/20, 3:16:04 AM] Joe: ‎video omitted
"
2610,"[5/24/20, 3:17:28 AM] Joe: Oh it’s ok I found an easy way. Device manager -> display adapters -> nvidia -> driver
"
2611,"[5/24/20, 3:20:35 AM] Joe: Yup that’s it. “Versión del controlador”
"
2612,"[5/24/20, 3:22:22 AM] Joe: Doesn’t look like it but that might be the latest version. One second
"
2613,"[5/24/20, 3:24:13 AM] Joe: GeForce.com/drivers
"
2614,"[5/24/20, 3:25:03 AM] Joe: But a lot of their is a warning that says backup your system before updating the card
"
2615,"[5/24/20, 3:25:20 AM] Joe: But their is a warning*
"
2616,"[5/24/20, 3:25:30 AM] Joe: There* fuck I’m tired haha
"
2617,"[5/24/20, 3:26:43 AM] Joe: Haha I’m not going to fall asleep though. I’m just drowsy. My nap was too long to fall asleep right now
"
2618,"[5/24/20, 3:27:25 AM] Joe: But....I would say you should try to do the things that the 3dsmax website suggested
"
2619,"[5/24/20, 3:29:48 AM] Joe: The docs for 3dsmax have a whole thing about performance issues and possible fixes.
"
2620,"‎[5/24/20, 3:41:47 AM] Joe: ‎GIF omitted
"
2621,"[5/24/20, 11:34:57 AM] Joe: Hola! Any luck with getting your program to not run hella slow?
"
2622,"[5/24/20, 11:53:49 AM] Joe: Bahahah 😂
"
2623,"[5/24/20, 11:55:25 AM] Joe: Uuuh definitely interested. Pass me the link! Mine is just “basic spanish” on this website EDX. https://www.edx.org
"
2624,"[5/24/20, 11:58:50 AM] Joe: Yeah EDX is a big website. I’ve taken other courses on it for programming. You can take courses from places like Harvard for free on that site
"
2625,"[5/24/20, 12:00:08 PM] Joe: But I’ll still check out busuu. The more content the better. Let’s me see the same thing explained in different ways
"
2626,"[5/24/20, 12:02:13 PM] Joe: Edx.org/schools-partners
"
2627,"[5/24/20, 12:02:38 PM] Joe: You can take a lot of the courses for free on EDX but you don’t get a certificate
"
2628,"[5/24/20, 12:06:37 PM] Joe: Truuueee. I’ve never paid for any of the courses from EDX. I just need the knowledge not the paper haha
"
2629,"[5/24/20, 12:08:27 PM] Joe: Sweet. I’ll check this out. I would like to have my own courses online eventually. I don’t even know what I’d teach haha but it’d be cool to share something I know and make a few bucks doing it.
"
2630,"[5/24/20, 12:20:56 PM] Joe: Hahah I had to practice to get comfortable with a camera. I actually really don’t like it 😂 
"
2631,"[5/24/20, 12:26:12 PM] Joe: Damn...I really appreciate that. You’re the best
"
2632,"[5/24/20, 12:27:42 PM] Joe: Hahaha that’d be hella good. Making YouTube videos is pretty fun. I was started to make a few bucks off of them from my skateboard channel before they changed the rules hahah. I should get back on that and get that passive income flowing
"
2633,"[5/24/20, 12:28:54 PM] Joe: The only thing is you have to make a video almost everyday or your channel doesn’t get much traction. It’s really not that hard to get it going though if you can come up with some decent content and you’re active in an online community like a forum or something related to the topic of your channel
"
2634,"[5/24/20, 12:36:53 PM] Joe: Going viral isn’t too important. It’s more about getting a solid base of subscribers that watch all your stuff. An occasional viral video will help grow the channel faster but not really necessary.
"
2635,"[5/24/20, 12:36:59 PM] Joe: Yeaaah I really should’ve started making videos when I came out here but I don’t have a camera anymore cause mine broke haha.
"
2636,"[5/24/20, 12:37:23 PM] Joe: Hahahah thanks for subscribing 😂
"
2637,"[5/24/20, 12:37:34 PM] Joe: Don’t forget to smash that like button hahaha
"
2638,"[5/24/20, 12:39:16 PM] Joe: Yeah you make more from a viral video but the real key is building a consistent library of videos. Viral videos only help so much because a lot of the people that find them aren’t really that interested in the content of the channel but just that specific video.
"
2639,"[5/24/20, 12:40:29 PM] Joe: I can’t do it haha I really notice the quality. Especially if things like the audio so I need a microphone like I was using before. But iPhone video quality should work fine.
"
2640,"[5/24/20, 12:40:41 PM] Joe: Hahaha fuck
"
2641,"[5/24/20, 12:41:26 PM] Joe: You’d be surprised how many people comment on a video with bad quality saying it needs to improve
"
2642,"[5/24/20, 12:42:35 PM] Joe: Hahaha I’ll probably never post to the RC channel again 😂 but thanks for subscribing haha
"
2643,"[5/24/20, 12:44:25 PM] Joe: You get paid per view. What category the content is determines how much you get per view. Pretty sure technology videos and makeup videos get the highest pay per view on YouTube.
"
2644,"[5/24/20, 12:45:40 PM] Joe: Hahahaha good, I’m glad you hate them. But just know, they make a lot of money from those 😂
"
2645,"[5/24/20, 12:46:22 PM] Joe: Hahah yeah that sounds annoying
"
2646,"[5/24/20, 12:46:46 PM] Joe: I’m going to make you a YouTube channel one of these days 😂 you’ll have to learn to be in front of the camera haha
"
2647,"[5/24/20, 12:51:42 PM] Joe: Haha its pretty hard to come off natural when making a YouTube video 😂 
"
2648,"[5/24/20, 12:53:25 PM] Joe: Hahahah we’ll make the “two people that don’t understand each other travel the world together” channel. 
"
2649,"[5/24/20, 12:58:30 PM] Joe: That’s because I film them when I’m by myself mostly. That’s when I’m in my natural element. When no one is around hahaha
"
2650,"[5/24/20, 1:00:53 PM] Joe: I’m telling my friends you said I’m the king of YouTube hahahah. I’ve tried to convince them for years that we should be making short YouTube videos. 1 or 2 a week would’ve been enough to build a decent channel. And if everyone actually did their part it’d be easy. 
"
2651,"[5/24/20, 1:01:27 PM] Joe: Hahahahah
"
2652,"[5/24/20, 1:02:15 PM] Joe: Dude....we’re going to have to make that video. If we get the plans to see each other settled I’ll start documenting more to make something. Even if it’s just for us to look back on and enjoy
"
2653,"[5/24/20, 1:04:40 PM] Joe: Don’t be surprised if I ask you to record a video with your thoughts about something haha
"
2654,"‎[5/24/20, 1:06:30 PM] Joe: ‎video omitted
"
2655,"[5/24/20, 1:09:17 PM] Joe: There is so much different stuff going on between the states. Some states are super strictly locked down while others are not taking it as seriously. This is in the state of Missouri yesterday
"
2656,"[5/24/20, 1:24:54 PM] Joe: Damn that was a pretty good video. Little dude is hella cool. Thanks for sending that. Really interesting
"
2657,"[5/24/20, 1:27:52 PM] Joe: Half of my country thinks the disease is a hoax or that it is being blown out of proportion by the media
"
2658,"[5/24/20, 1:28:49 PM] Joe: I understand some of the doubt. At the beginning our government and media were telling us things like, “there is no proof it can be transmitted between people” and “wearing a mask doesn’t help” before reversing and saying the opposite and mandating that everyone wear a mask
"
2659,"[5/24/20, 1:29:19 PM] Joe: Plus America has always been full of people with a, “don’t tell me what to do” attitude. Our country was founded on that attitude haha
"
2660,"[5/24/20, 1:30:16 PM] Joe: But that doesn’t mean they aren’t a bunch of dummies. Cause they are and they’re making things worse. But I understand, somewhat, their mindset, even though I don’t agree with it
"
2661,"[5/24/20, 1:39:08 PM] Joe: Yeah suicides are waaaaay up here in the US right now and businesses are closing fast
"
2662,"[5/24/20, 1:41:37 PM] Joe: I don’t know it just seems messed up. Like a lot of big chain stores remained open while the mom and pop stores were forced to close. The virus is real and terrible but the economic impact is going to last a loooong time. 
"
2663,"[5/24/20, 1:43:27 PM] Joe: True. But I don’t expect 100% of people or even close to 100% of people to comply
"
2664,"[5/24/20, 1:53:36 PM] Joe: Haha I don’t understand how this plan works? They want people to travel but they don’t have money to travel hahaha
"
2665,"[5/24/20, 1:54:04 PM] Joe: Oook enjoy dinner. I’ll talk to you later 😚
"
2666,"[5/24/20, 1:54:46 PM] Joe: 🤷‍♂️
"
2667,"[5/24/20, 1:56:05 PM] Joe: Curls? Like my hair? Haha wait never mind don’t answer. Go enjoy dinner you can get back to me later haha
"
2668,"‎[5/24/20, 3:01:39 PM] Joe: ‎GIF omitted
"
2669,"‎[5/24/20, 3:02:08 PM] Joe: ‎GIF omitted
"
2670,"[5/24/20, 3:02:35 PM] Joe: Hahah I had to send it. I didn’t expect it when I saw it
"
2671,"[5/24/20, 3:03:39 PM] Joe: How was dinner?
"
2672,"[5/24/20, 3:05:35 PM] Joe: Hahaha damn
"
2673,"[5/24/20, 3:08:47 PM] Joe: Haha whaaaat? I must have a really bad score. I thought it was going well 🤔 hahaha
"
2674,"‎[5/24/20, 3:09:11 PM] Joe: ‎GIF omitted
"
2675,"[5/24/20, 3:09:55 PM] Joe: I knew you’d stop talking to me first hahaha I’m one bad gif away from being cutoff 😂
"
2676,"[5/24/20, 3:11:55 PM] Joe: Hahahaha nice
"
2677,"[5/24/20, 3:13:12 PM] Joe: Haha what if I was bad at sending gifs from the start? Would that have been a deal breaker?
"
2678,"[5/24/20, 3:16:15 PM] Joe: Hahah damn good thing I didn’t pick a bunch of stupid gifs at first 😂 
"
2679,"[5/24/20, 3:16:56 PM] Joe: Haha yeah I totally get it. I feel the same way. If the humor doesn’t connect it’s hard to just be relaxed and have fun talking
"
2680,"[5/24/20, 3:20:40 PM] Joe: So far so good haha
"
2681,"‎[5/24/20, 3:24:53 PM] Joe: ‎GIF omitted
"
2682,"[5/24/20, 3:27:25 PM] Joe: Fuck...apparently. That thing looks like it’s on steroids bahah
"
2683,"[5/24/20, 3:32:13 PM] Joe: When we make our super famous YouTube channel we’ll have to go see some kangaroos somewhere 😂 😂
"
2684,"[5/24/20, 3:53:11 PM] Joe: Hahaha that would definitely be a viral video 😂
"
2685,"[5/24/20, 3:54:06 PM] Joe: Have you ever seen a kangaroo up close? I’ve never seen one. Doesn’t look like a good idea to get too close to them haha
"
2686,"[5/24/20, 4:15:51 PM] Joe: Haha alright. Well you should get some good rest then. Tomorrow will be fun for you. Don’t forget about me now that you’re free 😂
"
2687,"‎[5/24/20, 4:16:21 PM] Joe: ‎GIF omitted
"
2688,"[5/24/20, 4:18:36 PM] Joe: Haha alright I’ll be looking forward to the pictures
"
2689,"‎[5/24/20, 4:19:05 PM] Joe: ‎GIF omitted
"
2690,"[5/25/20, 3:08:43 AM] Joe: Hola! I’m moving from the couch to my bed. i passed out watching Netflix haha
"
2691,"[5/25/20, 3:09:50 AM] Joe: I’m probably going to fall back asleep but send more photos and videos 😊 
"
2692,"[5/25/20, 8:15:14 AM] Joe: Holaaa! How’d the journey go? Did you make it? Where’s the photooos?
"
2693,"‎[5/25/20, 9:55:22 AM] Joe: ‎GIF omitted
"
2694,"[5/25/20, 10:07:02 AM] Joe: Damn that looks nice! Must’ve felt really good getting out there after being locked up.
"
2695,"[5/25/20, 10:10:10 AM] Joe: Haha not a Hawaiian flower but still looks great on you!
"
2696,"[5/25/20, 10:11:38 AM] Joe: It looks super nice out there. Way different than Madrid haha
"
2697,"[5/25/20, 1:20:55 PM] Joe: All good. Hope you had fun! I literally just got back from skating haha so good timing
"
2698,"[5/25/20, 1:41:19 PM] Joe: Damn hella gorgeous
"
2699,"‎[5/25/20, 1:42:06 PM] Joe: ‎GIF omitted
"
2700,"[5/25/20, 1:44:05 PM] Joe: Haha dogs looking good with their little flowers 😂
"
2701,"[5/25/20, 1:44:48 PM] Joe: Are you staying out there for a while or heading back to the city?
"
2702,"‎[5/25/20, 1:45:45 PM] Joe: ‎GIF omitted
"
2703,"[5/25/20, 1:51:08 PM] Joe: Haha fuck I wish! I was thinking about how it sucks that this covid shit is keeping me from being able to go see you, then I realize I wouldn’t even know you if it wasn’t for covid hahah
"
